time,open,high,low,close
2007-12-26,13547.95,13563.32,13492.68,13551.69
2007-12-27,13549.17,13551.04,13349.28,13359.61
2007-12-28,13361.23,13451.38,13298.15,13365.87
2007-12-31,13364.16,13364.73,13246.53,13264.82
2008-01-02,13261.82,13279.54,12991.37,13043.96
2008-01-03,13044.12,13137.93,13023.56,13056.72
2008-01-04,13046.56,13046.72,12789.04,12800.18
2008-01-07,12801.15,12884.15,12733.84,12827.49
2008-01-08,12820.9,12906.42,12565.41,12589.07
2008-01-09,12590.21,12738.64,12501.76,12735.31
2008-01-10,12733.11,12931.29,12632.15,12853.09
2008-01-11,12850.74,12851.14,12543.87,12606.3
2008-01-14,12613.78,12794.57,12613.7,12778.15
2008-01-15,12777.5,12777.5,12488.76,12501.11
2008-01-16,12476.81,12613.13,12392.27,12466.16
2008-01-17,12467.05,12517.61,12125.56,12159.21
2008-01-18,12159.94,12341.54,12022.48,12099.3
2008-01-22,12092.72,12092.72,11634.82,11971.19
2008-01-23,11969.08,12276.67,11644.81,12270.17
2008-01-24,12272.69,12399.18,12241.8,12378.61
2008-01-25,12391.7,12486.89,12183.68,12207.17
2008-01-28,12205.71,12386.01,12112.14,12383.89
2008-01-29,12385.19,12503.15,12346.99,12480.3
2008-01-30,12480.14,12681.41,12406.17,12442.83
2008-01-31,12438.28,12702.38,12249.93,12650.36
2008-02-01,12638.17,12767.74,12602.32,12743.19
2008-02-04,12743.11,12749.78,12621.83,12635.16
2008-02-05,12631.85,12631.93,12264.07,12265.13
2008-02-06,12257.25,12390.32,12178.15,12200.1
2008-02-07,12196.2,12332.52,12120.44,12247
2008-02-08,12248.47,12281.88,12103.37,12182.13
2008-02-11,12181.89,12252.12,12069.47,12240.01
2008-02-12,12241.56,12469.41,12241.56,12373.41
2008-02-13,12368.12,12573.13,12367.8,12552.24
2008-02-14,12551.51,12557.61,12361.46,12376.98
2008-02-15,12376.66,12376.66,12278.62,12348.21
2008-02-19,12349.59,12505.25,12304.08,12337.22
2008-02-20,12333.31,12464.06,12227.72,12427.26
2008-02-21,12426.85,12503.46,12247.34,12284.3
2008-02-22,12281.09,12397.79,12155.26,12381.02
2008-02-25,12380.77,12584.62,12341.04,12570.22
2008-02-26,12569.48,12734.18,12512.41,12684.92
2008-02-27,12683.54,12756.56,12609.37,12694.28
2008-02-28,12689.28,12689.44,12536.43,12582.18
2008-02-29,12579.58,12580.15,12223.57,12266.39
2008-03-03,12264.36,12281.37,12161.05,12258.9
2008-03-04,12259.14,12259.23,12032.42,12213.8
2008-03-05,12204.93,12349.67,12140.53,12254.99
2008-03-06,12254.59,12254.59,12026.07,12040.39
2008-03-07,12039.09,12094.21,11819.69,11893.69
2008-03-10,11893.04,11926.5,11731.6,11740.15
2008-03-11,11741.33,12160.8,11741.01,12156.81
2008-03-12,12148.61,12303.35,12092.25,12110.24
2008-03-13,12096.49,12215.35,11875.78,12145.74
2008-03-14,12146.39,12193.61,11832.72,11951.09
2008-03-17,11946.45,12076.22,11756.6,11972.25
2008-03-18,11975.92,12392.66,11975.84,12392.66
2008-03-19,12391.52,12461.53,12095.1,12099.66
2008-03-20,12102.43,12378.74,12097.87,12361.32
2008-03-24,12361.97,12622.07,12361.97,12548.64
2008-03-25,12547.34,12571.84,12449.08,12532.6
2008-03-26,12531.79,12531.95,12376.7,12422.86
2008-03-27,12421.88,12476.76,12293.34,12302.46
2008-03-28,12303.92,12382.16,12196.87,12216.4
2008-03-31,12215.92,12326.47,12176.11,12262.89
2008-04-01,12266.64,12659.82,12266.47,12654.36
2008-04-02,12651.67,12696.29,12555.17,12605.83
2008-04-03,12604.69,12675.12,12527.75,12626.03
2008-04-04,12626.35,12688.48,12528.16,12609.42
2008-04-07,12612.59,12733.66,12583.28,12612.43
2008-04-08,12602.66,12607.3,12525.8,12576.44
2008-04-09,12574.65,12621.55,12468.97,12527.26
2008-04-10,12526.78,12649.31,12497.22,12581.98
2008-04-11,12579.78,12580.27,12302.06,12325.42
2008-04-14,12324.77,12367.6,12280.4,12302.06
2008-04-15,12303.6,12387.79,12269.81,12362.47
2008-04-16,12371.51,12625.78,12371.51,12619.27
2008-04-17,12617.4,12656.56,12563.25,12620.49
2008-04-18,12626.76,12893.98,12626.76,12849.36
2008-04-21,12850.91,12850.91,12751.17,12825.02
2008-04-22,12825.02,12825.26,12656.56,12720.23
2008-04-23,12721.45,12837.39,12703.05,12763.22
2008-04-24,12764.68,12942.26,12706.63,12848.95
2008-04-25,12848.38,12909.2,12742.78,12891.86
2008-04-28,12890.72,12938.76,12857.5,12871.75
2008-04-29,12870.37,12889.83,12804.66,12831.94
2008-04-30,12831.45,13010,12808.98,12820.13
2008-05-01,12818.34,13029.05,12793.1,13010
2008-05-02,13012.53,13132.46,12981.83,13058.2
2008-05-05,13056.57,13058.45,12939.74,12969.54
2008-05-06,12968.89,13046.15,12863.2,13020.83
2008-05-07,13010.82,13036.71,12796.19,12814.35
2008-05-08,12814.84,12909.86,12794.81,12866.78
2008-05-09,12860.68,12861.41,12715.02,12745.88
2008-05-12,12745.55,12904.16,12740.5,12876.31
2008-05-13,12872.08,12891.37,12780.97,12832.18
2008-05-14,12825.12,12993.15,12825.12,12898.38
2008-05-15,12891.29,12999.5,12854.98,12992.66
2008-05-16,12992.74,13001.94,12893.49,12986.8
2008-05-19,12985.41,13136.69,12963.76,13028.16
2008-05-20,13026.04,13026.04,12781.78,12828.68
2008-05-21,12824.94,12862.47,12573.67,12601.19
2008-05-22,12597.69,12669.34,12591.34,12625.62
2008-05-23,12620.9,12621.96,12460.09,12479.63
2008-05-27,12479.63,12572.53,12442.59,12548.35
2008-05-28,12542.9,12601.93,12495.27,12594.03
2008-05-29,12593.87,12726.66,12554.7,12646.22
2008-05-30,12647.36,12689.7,12617.4,12638.32
2008-06-02,12637.67,12638.08,12427.77,12503.82
2008-06-03,12503.2,12554.05,12342.12,12402.85
