time,US.China.Trade.War_npdc_gold,US.China.Trade.War_npdc_forex,US.China.Trade.War_npdc_oil,US.China.Trade.War_npdc_SP500,US.China.Trade.War_npdc_soybean,US.China.Trade.War_npdc_bitcoin,US.China.Trade.War_npdc_ten_year_bond,Tax.Policy_npdc_gold,Tax.Policy_npdc_forex,Tax.Policy_npdc_oil,Tax.Policy_npdc_SP500,Tax.Policy_npdc_soybean,Tax.Policy_npdc_bitcoin,Tax.Policy_npdc_ten_year_bond,Healthcare.Reform_npdc_gold,Healthcare.Reform_npdc_forex,Healthcare.Reform_npdc_oil,Healthcare.Reform_npdc_SP500,Healthcare.Reform_npdc_soybean,Healthcare.Reform_npdc_bitcoin,Healthcare.Reform_npdc_ten_year_bond,Election.Related_npdc_gold,Election.Related_npdc_forex,Election.Related_npdc_oil,Election.Related_npdc_SP500,Election.Related_npdc_soybean,Election.Related_npdc_bitcoin,Election.Related_npdc_ten_year_bond,Economic.Indicators_npdc_gold,Economic.Indicators_npdc_forex,Economic.Indicators_npdc_oil,Economic.Indicators_npdc_SP500,Economic.Indicators_npdc_soybean,Economic.Indicators_npdc_bitcoin,Economic.Indicators_npdc_ten_year_bond,Fed.Policy_npdc_gold,Fed.Policy_npdc_forex,Fed.Policy_npdc_oil,Fed.Policy_npdc_SP500,Fed.Policy_npdc_soybean,Fed.Policy_npdc_bitcoin,Fed.Policy_npdc_ten_year_bond,Stock.Market_npdc_gold,Stock.Market_npdc_forex,Stock.Market_npdc_oil,Stock.Market_npdc_SP500,Stock.Market_npdc_soybean,Stock.Market_npdc_bitcoin,Stock.Market_npdc_ten_year_bond,Geopolitical.Risks_npdc_gold,Geopolitical.Risks_npdc_forex,Geopolitical.Risks_npdc_oil,Geopolitical.Risks_npdc_SP500,Geopolitical.Risks_npdc_soybean,Geopolitical.Risks_npdc_bitcoin,Geopolitical.Risks_npdc_ten_year_bond,Trade.Agreements_npdc_gold,Trade.Agreements_npdc_forex,Trade.Agreements_npdc_oil,Trade.Agreements_npdc_SP500,Trade.Agreements_npdc_soybean,Trade.Agreements_npdc_bitcoin,Trade.Agreements_npdc_ten_year_bond,COVID.19_npdc_gold,COVID.19_npdc_forex,COVID.19_npdc_oil,COVID.19_npdc_SP500,COVID.19_npdc_soybean,COVID.19_npdc_bitcoin,COVID.19_npdc_ten_year_bond,Healthcare.Policy_npdc_gold,Healthcare.Policy_npdc_forex,Healthcare.Policy_npdc_oil,Healthcare.Policy_npdc_SP500,Healthcare.Policy_npdc_soybean,Healthcare.Policy_npdc_bitcoin,Healthcare.Policy_npdc_ten_year_bond,Energy.Policy_npdc_gold,Energy.Policy_npdc_forex,Energy.Policy_npdc_oil,Energy.Policy_npdc_SP500,Energy.Policy_npdc_soybean,Energy.Policy_npdc_bitcoin,Energy.Policy_npdc_ten_year_bond,Tech.Regulation_npdc_gold,Tech.Regulation_npdc_forex,Tech.Regulation_npdc_oil,Tech.Regulation_npdc_SP500,Tech.Regulation_npdc_soybean,Tech.Regulation_npdc_bitcoin,Tech.Regulation_npdc_ten_year_bond,US-China Trade War,Tax Policy,Healthcare Reform,Election Related,Economic Indicators,Fed Policy,Stock Market,Geopolitical Risks,Trade Agreements,COVID-19,Healthcare Policy,Energy Policy,Tech Regulation
2019/5/7,-0.038406314,0.096314458,-0.890327128,0.094542299,0.049211376,-1.529614178,0.784703019,0.573882045,0.051560771,0.003712946,0.052363088,0.055545098,-0.169636277,-0.088284381,-0.055284541,-0.058979133,0.137493629,-0.280483634,0.180940249,0.096024395,-0.082504751,1.142243402,-0.034925438,-0.637192435,-0.06057558,0.207499466,0.023094972,0.089724911,0.603508868,-0.427579167,0.17262133,-0.209260049,0.148676032,0.364542644,0.03259302,1.083425785,0.087767546,-0.265245115,-0.143088955,0.009808756,-0.440271772,0.584849842,0.581374121,-0.166953262,-0.015373909,-0.170425152,0.15453926,-0.17022822,0.602499017,0.02113462,-0.393807013,-0.025965515,0.048977748,0.01057374,-0.167485046,0.016203754,0.06540542,-0.032093443,0.070718769,0.406466062,0.017393717,0.073858211,0.186554469,-0.503074284,0.093849421,0.180745032,-1.030368499,-0.15536756,-1.992263296,-1.255858262,0.162188722,-0.31285464,-0.065742748,-0.300459208,-0.587037819,-0.56297612,-0.173613004,-0.039727934,-0.499976096,-1.020551661,-0.859911092,-0.53630792,-2.508436204,-0.082562896,1.562566347,-0.0056472,0.259469862,0.085092452,-0.065566683,-0.020614341,0.017127223,-0.009852296,0.06001801,-26.50500985,0.103184236,-0.019544596,-0.012739026,-0.015037877,-0.459532329,-0.693147181,0.110000895,0.045315196,0.105360516,-0.133531393
2019/5/8,-0.032512043,0.084226257,-0.865789461,0.155074262,0.050440638,-1.581569862,0.690044844,0.58225369,0.045271219,-0.015433327,0.013818076,0.066418352,-0.180712895,-0.052727501,-0.140775273,-0.078044167,-0.025050992,-0.189981518,0.137609342,-0.042140537,-0.303102959,1.146044714,-0.034834084,-0.611026767,-0.081849001,0.194929669,-0.018669005,0.063648222,0.631524576,-0.429785939,0.167751255,-0.210505737,0.155548009,0.357805836,0.040478036,1.114376092,0.099790993,-0.244184279,-0.174483655,0.03300993,-0.435415127,0.502121501,0.567103426,-0.162476536,-0.013045655,-0.231236428,0.156873301,-0.151946219,0.506513356,0.024564947,-0.404960137,0.001735694,0.054722348,0.008666765,-0.195833442,0.017208378,0.063457346,-0.039488283,0.064668539,0.335581848,0.022153794,0.065383376,0.152651582,-0.486838541,0.092275813,0.175214061,-1.018553929,-0.161430148,-2.017386692,-1.255908272,0.147666537,-0.312492486,-0.05187555,-0.352323002,-0.579922328,-0.603176843,-0.206358784,-0.00687455,-0.503505833,-1.035497116,-0.889506885,-0.533177857,-2.550258627,-0.048225039,1.587547466,-0.000632622,0.257358061,0.109313206,-0.064199778,-0.014683332,0.009301454,-0.35244064,0.144394505,0,-0.125163143,0.045023681,-0.087011377,-0.067911206,0.733969175,0.693147181,0.142174489,-0.025642431,-0.105360516,0.438913042
2019/5/9,-0.05763601,0.11504918,-0.836421562,0.15464662,0.038213311,-1.634419878,0.55272423,0.617995197,0.048999663,-0.035962653,0.028919271,0.071166111,-0.198737987,-0.029634681,-0.141461117,-0.077869673,-0.018159664,-0.197948003,0.109226225,-0.041146136,-0.293570762,1.030251364,-0.053431539,-0.578684617,-0.073196149,0.329654023,0.011539207,0.036480285,0.633593387,-0.44456421,0.155760805,-0.214118932,0.269296504,0.299884632,0.024349349,1.140641031,0.111314119,-0.26326596,-0.199841227,0.177319255,-0.418407305,0.496056069,0.564019263,-0.14532692,-0.023529416,-0.223530139,0.266002702,-0.165986801,0.478603131,0.029823942,-0.410488432,0.013239114,0.058202497,0.014068779,-0.196344327,0.01998123,0.069983415,-0.047944004,0.065439546,0.324663199,0.03458927,0.068248369,0.173297896,-0.532039859,0.070196227,0.147166556,-1.057227938,-0.149084991,-2.11419052,-1.337034078,0.148543508,-0.300685385,-0.047666902,-0.375289574,-0.48978807,-0.660852712,-0.23639673,0.019418317,-0.745143757,-0.995946638,-0.647961231,-0.86293049,-1.842432535,-0.041347362,1.578830505,-0.005541434,0.25955685,0.116892007,-0.056509824,-0.004661307,0.013790484,0.597132527,-0.184003643,0,0.125163143,-0.019048195,-0.09531018,0.062847904,0.427444015,0,-0.22163866,0.087011377,0.783394058,-0.171850257
2019/5/10,-0.064782274,0.120296381,-0.885983208,0.161909871,0.045464686,-1.672987801,0.583110863,0.631521839,0.056801353,-0.068034722,0.033707986,0.128526607,-0.172729506,-0.024230773,-0.146434434,-0.065597633,-0.03056245,-0.19576218,0.120319443,-0.031496388,-0.288084251,1.072032003,-0.054854841,-0.596324254,-0.073877841,0.27028429,0.036109591,0.039343294,0.622045735,-0.392824301,0.149945196,-0.19677944,0.389753135,0.335828514,-0.053911718,1.113240197,0.099443761,-0.282564345,-0.180584752,0.249737079,-0.422911923,0.456264466,0.573976669,-0.143293729,-0.025506135,-0.23804117,0.291324098,-0.132013253,0.408338314,0.02926665,-0.412754393,-0.00261309,0.062571425,0.013768075,-0.187276149,0.014626061,0.083060363,-0.037386544,0.059579515,0.322707916,0.030354091,0.063988452,0.172488642,-0.526795389,0.096267259,0.138386765,-1.081829137,-0.184790886,-2.022554427,-1.391772162,0.117211975,-0.275585565,-0.028383901,-0.370875199,-0.404947956,-0.704125944,-0.28057173,-0.148890083,-0.504956145,-0.718280762,-0.609590817,-0.499350776,-2.563807134,-0.128109024,1.617102719,-0.001482142,0.262424979,0.118034793,-0.069332346,-0.023956328,0.001775118,0.84397007,-0.041242959,0,-0.194156014,-0.190043603,-0.055350095,-0.030930301,-0.440867035,0,-0.180818927,-0.203983054,-0.939398307,-0.495321437
2019/5/13,0.017322486,0.135674191,-0.826650226,0.261519431,0.020254345,-1.192674663,0.670573085,0.655423102,0.060194531,-0.009473355,0.032268417,0.012602186,-0.278790486,-0.024410575,-0.150584142,-0.069627614,-0.054000424,-0.17700095,0.150722758,-0.01341034,-0.28961133,1.290210422,-0.068474935,-0.691623078,-0.007084744,0.195232194,0.255800358,0.04708314,0.652039898,-0.395455175,0.129933987,-0.18257091,0.317337794,0.557229441,0.066877772,1.164220152,0.099490695,-0.254929209,-0.134337766,0.163863604,-0.127777104,0.462759173,0.526468916,-0.146945799,-0.089661224,-0.656458955,0.135323645,0.132031445,0.478356948,0.047960448,-0.40544824,0.055116974,0.104075146,0.013081236,-0.099432541,0.005130557,0.098695887,-0.042933368,0.055547424,0.395964611,0.074424359,0.087030361,0.209410841,-0.136957629,0.08563527,0.151648736,-0.704184148,-0.259033719,-1.015012958,-1.058542237,0.29172682,-0.27799165,-0.050766319,-0.202287013,-0.563101259,-0.151343177,-0.066197698,0.052994606,-0.481141452,-0.892860246,-0.636009112,-0.687198726,-0.768574023,0.177314422,1.604527527,-0.01734523,0.262753855,0.108852771,-0.06599377,0.014458323,0.052730711,0.823200309,0.996829594,0,0.437213806,0.358633808,0.232112221,1.650875102,0.613104473,0,0.569352963,0.73997848,0.565313809,-0.0588405
2019/5/14,0.0156329,0.147879858,-0.859414977,0.232840464,0.040534909,-1.212810676,0.684887344,0.835447063,0.052704848,-0.183188812,-0.019060203,-0.13364103,-0.307312049,0.084354914,-0.137228348,-0.072545097,-0.042771252,-0.184159416,0.141040129,-0.017154825,-0.285128758,1.2515513,-0.079357909,-0.42377914,0.010619039,0.036692864,0.06596606,0.054442039,0.681745591,-0.3797659,0.026940219,-0.198172673,0.095693772,0.581306707,0.050871307,1.177737749,0.100897409,-0.239331571,-0.143750171,-0.015137084,-0.150603288,0.487058558,0.533393152,-0.170678148,-0.08919511,-0.730841375,-1.320090889,-0.108700495,0.424924233,0.048835241,-0.409947316,0.039413871,0.098833661,-0.006525048,-0.101432668,0.00147597,0.113916142,-0.04282656,0.066714043,0.369121,0.042348146,0.051811499,0.192362528,-0.091437167,0.090205735,0.10368089,-0.660176479,-0.521307205,-1.076297056,-1.082582885,0.372912083,-0.28051105,-0.091018291,-0.148922736,-0.773194317,-0.014055777,0.0003501,0.258115864,-0.438700089,-0.739110436,-0.297818662,-0.500741325,-0.137846433,0.510612775,1.734127321,-0.023636917,0.342441358,0.049667042,-0.043049687,0.002091018,0.064894336,-0.167793456,0.164303051,0,0.099090903,0.116259806,0.055569851,-0.113181095,0.15415068,0,0.130620182,0.122853673,0.687449159,0.445074246
2019/5/15,0.033598912,0.151671033,-0.860898256,0.250257468,0.036879098,-1.217905138,0.745662384,0.750167605,0.030677826,-0.164931007,-0.02281831,0.07440169,-0.268355444,0.093152589,-0.135932507,-0.071328093,-0.038063685,-0.187318689,0.091123281,-0.015289534,-0.27479979,1.54122892,-0.089500538,-0.523623172,0.089973906,-0.057513564,0.006147455,0.058424518,0.702873808,-0.385562894,0.03191768,-0.191141539,0.054210512,0.576176062,0.088412787,1.192990034,0.102613679,-0.229873406,-0.137964776,-0.021930241,-0.164095076,0.511103353,0.552097006,-0.160906768,-0.089983869,-0.725043072,-1.212449854,-0.111040314,0.487266125,0.049152426,-0.425274518,0.042935805,0.097692844,-0.014394515,-0.109041753,0.004362719,0.093560386,-0.031807463,0.064490791,0.336447093,-0.090403537,0.06178228,0.182903919,-0.139784628,0.081298051,0.117135846,-0.667461196,-0.474324253,-1.05217845,-1.015225736,0.398206513,-0.284757742,-0.090622952,-0.128494568,-0.786623529,-0.007863652,0.017120634,0.302199149,-0.547964083,-0.803480758,-0.24827755,-0.673766888,-0.261287578,0.477808857,1.663289935,-0.039392494,0.297875291,0.067325607,-0.052443332,-0.004535836,0.04613479,-0.575364145,0.0588405,0,-0.473784352,-0.116259806,-0.020478531,-0.252495763,-0.036367644,0.693147181,4.44E-16,-0.176557852,-0.621491192,0.292524697
2019/5/16,-0.022866799,0.179651701,-0.89851364,0.232546414,0.048480147,-1.231874228,0.567416442,0.59829563,0.010283575,-0.179859809,-0.045933052,0.00519463,-0.353546005,0.004595717,-0.125949416,-0.064073384,-0.035414541,-0.194628377,0.085545431,-0.024426008,-0.267189499,1.590766312,-0.014637684,-0.597418873,0.082202747,-0.030207171,-0.011552849,0.09645448,0.472703487,-0.418305867,0.026511497,-0.152868006,-0.091298552,0.38247696,-0.012806271,1.155302067,0.082022365,-0.197323485,-0.119857215,-0.102610644,-0.184697451,0.398136534,0.298614609,-0.25283423,-0.137156464,-0.910447238,-1.295152788,-0.292877207,0.325539881,0.053183722,-0.404330385,0.039449171,0.100379525,-0.013065715,-0.119438828,0.008769032,0.136180484,-0.020393054,0.061421502,0.35012363,-0.100582422,0.065990796,0.202508409,-0.125852784,0.066099115,0.117647392,-0.617922606,-0.470214275,-1.05154944,-0.9952225,0.250043251,-0.383814041,-0.099315094,-0.046300372,-0.86353758,-0.017138369,-0.065492387,0.428376859,-0.319330387,-0.784226185,0.016634557,-0.619277697,-0.363193898,0.328773771,1.669027978,-0.027513726,0.312533465,0.055659428,-0.0541938,-0.001994523,0.040103445,-0.052643733,-0.211309094,0,0.217064505,-0.230016431,-0.027973852,-0.142691762,-0.138836445,-0.693147181,0.033447934,-0.109199292,-0.032435276,-0.394654192
2019/5/17,0.011826475,0.136113077,-0.924743976,0.174999478,0.080579044,-1.052507084,0.589413906,0.808876978,0.033016854,-0.199897312,-0.061929145,-0.166170934,-0.524857153,0.028493211,-0.131744265,-0.061922421,-0.013633379,-0.20167911,0.073149574,-0.012554534,-0.268126521,1.498496933,-0.032366876,-0.547571415,0.012678885,0.021248624,0.132061832,0.072124916,0.554969171,-0.48688064,0.06044446,-0.200507721,-0.264170333,0.189885465,-0.034914908,1.23891513,0.10664706,-0.171144367,-0.125224209,-0.079413417,-0.216056829,0.438580582,0.262091905,-0.240612428,-0.14477284,-0.820701235,-1.456015234,-0.579199345,0.345398196,0.054574024,-0.410820766,0.02649463,0.093973306,-0.015367574,-0.109866735,0.006775212,0.085490063,-0.0119174,0.060386443,0.313770798,-0.154908303,0.056195373,0.193834171,0.092612101,0.097816858,0.08200767,-0.661594743,-0.539736527,-0.907046081,-0.941975092,0.183611697,-0.3859056,-0.097990594,-0.056014536,-0.930928817,-0.033075597,-0.065127117,0.519597528,-0.30700253,-0.79772574,0.038108362,-0.555207477,-0.215649161,0.355138077,1.636237307,-0.028347272,0.318280195,0.057178693,-0.046149828,-0.012428446,0.037300383,-0.519875459,-0.237958637,0,0.11506933,0.136758937,-0.136575535,-0.043894194,-0.212561442,0.693147181,-0.31435032,0.088292607,-0.128832872,-0.089948237
2019/5/20,0.001920424,0.138508645,-0.939034734,0.202164449,0.088633659,-1.045531708,0.607138167,0.559253771,-0.009847576,-0.135941833,-0.067397727,-0.267771048,-0.667147744,0.069915258,-0.126049609,-0.061369033,-0.010585304,-0.209757859,0.07003689,-0.017382527,-0.254286646,1.678869572,-0.017836008,-0.533819356,-0.05194839,0.030610697,0.266269684,0.037283332,0.415638469,-0.505311739,0.059857423,-0.160682477,-0.397593503,0.029840816,-0.022330574,1.010924087,0.058283075,-0.223609224,-0.152930973,-0.103334969,-0.310071371,0.486222827,0.128120138,-0.280169493,-0.124444081,-0.919012241,-1.279523169,-0.738185788,0.378150603,0.056773771,-0.410891486,-2.35E-05,0.091994486,-0.027125871,-0.125046848,0.01045959,0.064370201,-0.000363472,0.055869631,0.340012383,-0.162684609,0.048240971,0.202739363,0.068405303,0.086748448,0.090993921,-0.509925716,-0.395241331,-1.12888665,-1.087347615,0.105209975,-0.400063831,-0.056722316,0.013870594,-0.833485098,-0.212752843,-0.099843974,0.406354165,-0.323975585,-0.717959496,0.107116592,-0.431193661,-0.540405161,0.300496922,1.705375547,-0.022447867,0.32610337,0.075276457,-0.045158201,-0.024098015,0.03871253,1.808288771,0.663294217,0,-0.239229689,0.324239668,0.329479201,1.146078826,0.631271777,0,0.554310736,0.603916047,0.455475529,-0.555946059
2019/5/21,0.008842942,0.132442296,-0.942229704,0.181789426,0.073527323,-1.036317827,0.575085804,0.540691764,0.003856453,-0.149979783,-0.07935926,-0.098732677,-0.604670248,0.042484792,-0.127555717,-0.060399556,-0.01266713,-0.212040741,0.056725233,-0.014657919,-0.257979796,1.667082643,-0.001330544,-0.568255807,-0.067173118,-0.012064408,0.213420585,0.036302392,0.40375332,-0.464500049,0.039747869,-0.190681517,-0.272573194,0.075895291,0.00688853,0.996634585,0.047979171,-0.209664379,-0.21673895,-0.006758424,-0.253973663,0.42747006,0.131543199,-0.305487001,-0.11216889,-0.909578459,-0.888229628,-0.622421013,0.379460394,0.0579549,-0.418881983,-0.000482237,0.088144696,-0.022184838,-0.116575985,0.010110984,0.058945347,0.022531404,0.068424667,0.217590652,-0.012840007,0.062253591,0.261993026,0.125884801,0.089361746,0.088271677,-0.469128125,-0.267005154,-1.036673548,-1.054403753,0.13389781,-0.39719987,-0.075458965,-0.010947664,-0.683987876,-0.211116539,-0.118812529,0.402401663,-0.356320504,-0.737978818,0.062993996,-0.318065477,-0.511775397,0.283473225,1.711933644,-0.029356424,0.317894508,0.064764714,-0.042631496,-0.024737621,0.03273734,0.56195497,0.15415068,0,0.260283098,0.007662873,0.051293294,0.006600684,0,3.295836866,0.021053409,0.039220713,0.070617567,0.767255153
2019/5/22,0.01616483,0.125876188,-1.061255137,0.172904866,0.046982476,-0.923722978,0.656531567,0.649550713,0.042548958,-0.127956654,-0.058937346,0.00247849,-0.615439859,0.047358289,-0.130429919,-0.059268951,0.00737339,-0.206516755,0.046624118,-0.001895123,-0.236724804,1.646235461,0.000752835,-0.767748513,-0.070318635,-0.059181965,0.203695441,0.072929785,0.36984332,-0.460584855,0.041459389,-0.22010277,-0.294637827,0.073723492,-0.023300119,0.898538753,0.009314433,-0.136803555,-0.23513173,-0.028469468,-0.21017617,0.323247451,0.113936982,-0.306366425,-0.04620184,-0.911458659,-0.855359466,-0.671826475,0.311093599,0.05827968,-0.422710425,0.026063709,0.088497113,-0.021670695,-0.123212569,0.009350052,0.049912813,-0.010175965,0.074994325,0.186517479,0.014992749,0.069221559,0.211859716,0.022336035,0.06126117,0.147877842,-0.456274517,-0.295855611,-1.037467804,-0.857690256,0.095907342,-0.403258337,-0.060079778,-0.046757455,-0.678668727,-0.22614009,-0.131360193,0.408378257,-0.349587854,-0.617281424,0.091787896,-0.323778642,-0.381758514,0.183200901,1.754969399,-0.028282082,0.303474975,0.046624936,-0.040110173,-0.022521059,0.028659604,0.018519048,-0.441832752,0,-0.182321557,-0.031010237,0.229788094,-0.047146778,-0.517943092,-2.890371758,0.502457374,0.263349972,-0.058496207,-1.063520969
2019/5/23,0.041389024,0.141472582,-1.234651033,0.131708723,0.058618561,-1.196293985,0.583645942,0.595622295,0.046356514,-0.420856791,-0.076682517,-0.064835928,-0.453004291,-0.042023912,-0.107802543,-0.067444584,0.057235451,-0.185207446,0.028826071,-0.058399538,-0.174526266,1.517306738,-0.034968575,-0.364940474,-0.053758311,-0.101481966,-0.036111725,0.073752137,0.343757546,-0.418282341,-0.164572437,-0.235840889,-0.363719575,-0.049745362,0.096393202,1.00025424,0.083013014,-0.538571677,-0.163602941,-0.000677549,-0.288946805,0.427654792,0.125689142,-0.328745606,-0.168659368,-0.914674333,-0.941606332,-0.632171628,0.364648309,0.065188103,-0.397155165,-0.126728543,0.094737198,-0.029440593,-0.168949693,0.027631317,0.072846317,0.033362174,0.030685797,0.167982455,-0.062149603,0.02234296,0.233158845,-0.069428803,0.040038872,-0.09364574,-0.549707689,-0.238684844,-1.458416196,-1.15224875,0.09418053,-0.363321006,0.064919142,-0.013515818,-0.519795406,-0.24443649,-0.232441058,0.464345561,-0.302516436,-0.484990884,0.23418369,-0.284194698,-0.392146086,0.242984313,1.815026522,-0.020646482,0.359760732,0.042632944,-0.038663161,-0.012937541,0.083519421,0.176186568,-0.140772554,0,0.573800423,0.125626213,-0.255105902,0.129211731,0.278713402,0,-0.403366471,-0.302570685,-0.062131781,0.80709144
2019/5/24,0.02112721,0.138039476,-1.145691869,0.200355189,0.044107645,-1.127959856,0.488625085,0.431554784,0.053182549,-0.274510313,-0.110302757,0.020932817,-0.483095622,-0.09571399,-0.119547489,-0.057518877,0.018884737,-0.163275601,0.050473025,-0.040211137,-0.202396978,1.48122923,0.004381346,-0.308871988,0.007659184,-0.219443248,-0.092329245,0.085314595,0.119341785,-0.471271884,0.174030409,-0.229859385,-0.375780317,-0.206435975,-0.072646717,0.542270988,0.010854039,-0.749224264,-0.151104408,-0.012313412,-0.361207586,0.032207946,-0.068226186,-0.225950164,-0.052865522,-1.096881914,-0.932488686,-0.714905326,0.153461923,0.068588303,-0.447611882,-0.106935917,0.101142186,-0.042657751,-0.153982191,0.031106165,0.060490708,0.006846903,0.02165968,0.147331601,-0.087585009,0.025474724,0.201731327,-0.247843434,0.038584572,0.013422347,-0.555791156,-0.157708997,-1.414897874,-1.167981409,-0.034363383,-0.313628351,0.208395305,-0.113599568,-0.450212752,-0.472784066,-0.384652259,0.269936737,-0.438555477,-0.392298969,-0.011029578,-0.279132598,-0.640331855,-0.052520827,1.579370228,-0.024565453,0.203630419,0.088140055,-0.042606008,-0.008804942,0.02007512,-2.382627801,-0.084899444,0,-0.237328186,-0.296984465,-0.208297043,-0.150118416,-0.475423697,1.299282984,-0.315314011,-0.198450939,-0.182321557,-0.84218276
2019/5/28,0.015033963,0.134813424,-1.113968464,0.172051827,0.021303765,-1.13526486,0.48127231,0.443188576,0.027607263,-0.315551706,-0.127078749,0.004310457,-0.48302424,-0.122592894,-0.124095482,-0.061674712,0.0230592,-0.177923862,0.059545181,-0.033412381,-0.20316933,1.394156465,0.005066155,-0.304671257,0.021308396,-0.02406461,-0.112070264,0.067316429,0.203990708,-0.612060264,0.369625209,-0.370052513,0.202638827,-0.145607423,0.004470818,0.537186422,0.07201465,-0.750778975,-0.245864242,-0.283742663,-0.358494616,-0.002011431,-0.034331632,-0.154540342,-0.028708004,-1.196783848,-0.524946736,-0.701746662,0.136828215,0.07454907,-0.484148963,-0.081985065,0.096825988,-0.097592569,-0.158116555,0.010683134,0.097342488,-0.015417591,0.003620737,0.135786444,-0.318134594,0.025067389,0.179095303,-0.441152106,0.071851983,0.014843987,-0.433962318,-0.370242599,-1.428239712,-0.921342751,-0.117777007,-0.249853821,0.229963222,-0.1313337,-0.15106391,-0.463660602,-0.264182382,0.239966419,-0.338573531,-0.374030637,-0.075518338,-0.221837184,-0.648782912,0.022806918,1.600712303,-0.015379027,0.187500874,0.096894786,-0.069674909,-0.01304063,0.005600629,2.335374916,0.244453338,0,0,0.609497151,0.220787838,0.864997437,-0.037740328,-0.405465108,0.468478076,0.561469357,0.262364264,1.098612289
2019/5/29,0.015215691,0.155252822,-1.16848878,0.285352362,0.046333757,-1.20039835,0.435138786,0.412348388,0.016570373,-0.280232231,-0.080338839,0.095018585,-0.468592342,-0.08094967,-0.122638827,-0.07028836,0.028615484,-0.182416346,0.037042133,-0.042283481,-0.191875068,1.519554979,0.005268092,-0.274110618,-0.02136495,-0.094202925,-0.126586046,0.023250633,0.25163767,-0.353033549,0.237236986,-0.179416145,-0.163089278,-0.084050371,-0.010599034,0.484152514,0.013583999,-0.807060859,-0.181974635,-0.195959068,-0.355926304,0.0576481,-0.043803608,-0.194472619,-0.032996376,-1.174222152,-0.673189168,-0.627512872,0.151477681,0.074753069,-0.488059811,-0.035612073,0.105184473,-0.179054965,-0.166101695,0.009303289,0.052780351,0.055963605,-0.020574967,0.220475994,-0.60902613,0.037576468,0.290002296,-0.443157721,0.060798494,-0.005975101,-0.419069677,-0.384171711,-1.421733481,-0.922912525,-0.144813158,-0.23167435,0.249861101,-0.065895903,-0.074114285,-0.450847671,-0.24455626,0.251636731,-0.301930914,-0.376096135,-0.171649051,-0.272996978,-0.668166167,0.005558753,1.546908488,-0.049597889,0.175504345,0.07034481,-0.057477326,-0.020523352,0.02099781,0.383725121,0.272507274,0,0.020619287,-0.09129142,0.19637331,0.22163866,0.074107972,-0.287682072,0.073562567,0.200670695,0.050010421,-0.223143551
2019/5/30,0.017614047,0.152155838,-1.221356503,0.277746671,0.024736521,-1.108987819,0.482316702,0.498458147,0.022333033,-0.250193983,-0.080437552,0.074957308,-0.459341444,-0.029487492,-0.111318046,-0.067897676,0.03992544,-0.191966689,0.045573468,-0.037911307,-0.176718325,1.557429966,0.009833877,-0.282886706,-0.00996612,-0.105688362,-0.1307715,0.034191634,0.265840315,-0.323559983,0.10981836,-0.173944539,-0.100254123,-0.195957059,-0.000993533,0.471993429,0.057893011,-1.020094227,-0.20225957,-0.219945766,-0.279320739,0.069477942,-0.000833034,-0.192653672,-0.022927846,-1.208425276,-0.662184059,-0.670853921,0.166125143,0.070762866,-0.481093583,-0.061471148,0.104263945,-0.175228368,-0.145698207,0.003405381,0.053473553,0.063830185,-0.012826651,0.229688244,-0.592558494,0.044595343,0.267307594,-0.424297413,0.046961726,0.045529672,-0.440929159,-0.456721615,-1.467568332,-0.829513749,-0.13389703,-0.230074283,0.236038168,-0.07821758,-0.160967083,-0.379637154,-0.284828123,0.217396232,-0.308256995,-0.330916061,-0.18060953,-0.295875808,-0.641402829,-0.014980425,1.592745712,-0.042219788,0.203881929,0.074649666,-0.052067731,-0.014910304,0.038728552,-0.660711905,-0.037387532,0,-0.063178902,-0.076372979,-0.244691888,-0.068562671,0.068992871,-0.405465108,0.216026084,-0.208105674,-0.062913825,-0.165792255
2019/5/31,0.030129302,0.185947835,-1.317038064,0.242776897,0.067140123,-1.246319646,0.437660653,0.310054829,0.016469351,-0.121616975,-0.066365018,-0.018042299,-0.329959364,-0.081047942,-0.069705638,-0.072656314,0.089845455,-0.186074738,0.020383293,-0.069154586,-0.099727903,2.059956677,-0.003511119,0.001069106,0.059865352,0.194366243,0.060188533,0.214483362,0.224904671,-0.305443267,0.139925488,-0.170744247,-0.0265661,-0.251863182,-0.008205555,0.498610304,0.015182993,-0.597424808,-0.242067298,-0.141518473,-0.240263838,0.001914476,0.06218191,-0.180928723,0.079015527,-1.074354739,-0.622365461,-0.609467279,0.139158998,0.071639278,-0.488157867,0.018300937,0.101466481,-0.193326702,-0.130014301,0.010255513,0.046145343,0.076090924,-0.058553799,0.313656187,-0.566274842,0.089694155,0.241409012,-0.661036307,-0.011823983,-0.156159565,-0.566669571,-0.687182352,-1.602053932,-1.082525576,-0.091056346,-0.20803164,0.32831128,-0.124740571,-0.110135849,-0.446487087,-0.322382963,0.17546793,-0.295268232,-0.187931825,-0.147576211,-0.262512601,-0.639706944,-0.029751703,1.630308226,-0.016768813,0.237207083,0.053110008,-0.055063827,-0.022969332,0.099502571,-0.905708623,-0.297251523,0,1.154965225,0.2135741,0.155564108,0.143960689,-0.836248024,3.433987204,-0.455255773,0.043802623,-0.139112802,0.137621378
