trade_date,open,high,low,close,vol,7ma,7macd,7atr,7upper,7lower,7rsv,14ma,14macd,14atr,14upper,14lower,14rsv,21ma,21macd,21atr,21upper,21lower,21rsv
1422921600,29.62,29.77,29.4,29.66,207.66,29.077124382977797,-0.6238006877508389,0.6842857142857147,30.78052829643644,27.1423288464207,97.13114754098359,28.574583109269472,-0.3665780954326058,0.6635714285714288,30.411728216820045,25.916843211751377,97.8328173374613,28.341558042968597,-0.2492618484637486,0.7014285714285713,29.980519389382543,25.752813943950784,97.8328173374613
1423008000,29.62,30.13,29.58,29.89,280.6,29.280615528887836,-0.6524699886543509,0.7071428571428575,31.013652364208276,27.37206192150601,100.0,28.756749478419785,-0.4239132225865666,0.6671428571428574,30.72174135560116,25.9554015015417,100.0,28.500022513784362,-0.29517854527002735,0.689047619047619,30.22525281380358,25.82522337667261,100.0
1423094400,30.0,30.06,29.81,29.98,168.98,29.45563726194621,-0.6633653699401418,0.6200000000000004,30.367898975105344,28.786386739180376,100.0,28.925283784722506,-0.4765373761128271,0.6235714285714289,30.906509658964467,26.239204626749817,100.0,28.64976902580241,-0.340644243329977,0.6676190476190476,30.43928425152397,25.93595384371412,100.0
1423180800,30.0,30.06,29.61,29.73,174.83,29.524279602804228,-0.6316326043123971,0.5842857142857143,30.14341390003991,29.268014671388663,63.768115942029056,29.035663838020877,-0.5162861581810523,0.6135714285714288,30.878796823452774,26.72834603369008,91.07142857142857,28.757957174845405,-0.38106585193509573,0.670952380952381,30.59211415626631,26.048838224686076,92.816091954023
1423440000,29.64,29.96,29.61,29.93,155.56,29.625766982350843,-0.5959099508195937,0.5042857142857144,30.20430091160824,29.26427051696319,92.75362318840571,29.157868317764297,-0.5484266189013411,0.5957142857142862,30.928650385034132,27.071349614965868,98.14126394052042,28.87426541844019,-0.41828841117278237,0.6466666666666667,30.78389370957573,26.043725338043316,98.56321839080458
1423526400,30.04,30.54,30.04,30.5,248.03,29.8444177928965,-0.5998736287782149,0.46285714285714313,30.490891008970117,29.323394705315607,100.0,29.34065586708317,-0.5840717872507856,0.581428571428572,31.06655526841566,27.37773044587006,100.0,29.034263775500655,-0.4575537033715358,0.6342857142857145,31.061486359307374,26.004227926406905,100.0
1423612800,30.69,31.23,30.62,31.22,294.25,30.1884225590549,-0.6607541913992534,0.4400000000000003,31.23332829807503,29.02667170192497,100.0,29.59587784966869,-0.6324964571731715,0.5757142857142862,31.452137264862568,27.437862735137426,100.0,29.247772477155937,-0.5038899700262399,0.6176190476190477,31.4381350009602,25.999960237135042,100.0
1423699200,31.52,31.87,31.39,31.61,297.9,30.543901562202368,-0.7436577167588381,0.4557142857142859,31.88104909434102,28.936093762801836,100.0,29.868729135939663,-0.6913491412489634,0.5700000000000003,31.872077431712853,27.497922568287144,100.0,29.476968836747204,-0.5569350935732986,0.5942857142857145,31.850856099540817,25.973905805221083,100.0
1423785600,31.82,31.82,31.41,31.77,217.09,30.850480921234514,-0.8126056472431217,0.43571428571428583,32.37654331164487,28.97774240264084,100.0,30.12574364228502,-0.7536717442040568,0.5714285714285717,32.223146713962066,27.646853286037935,100.0,29.69809885676331,-0.6137471517549644,0.5900000000000002,32.22653291028762,26.009657565902863,100.0
1424131200,31.87,32.22,31.73,31.96,252.61,31.12789784719675,-0.8603749768859351,0.46999999999999986,32.773210780172306,29.146789219827696,100.0,30.373241963157703,-0.8156318787964741,0.5450000000000002,32.23463515933058,28.302507697812274,100.0,29.915027954090984,-0.6724798548010776,0.5723809523809525,32.50620292837688,26.230939928765974,100.0
